Acc	AttrName	AttrVal	AttrValNorm
SAMEA104546060	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546061	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546062	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546063	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546064	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546065	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546066	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546067	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546068	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546069	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546070	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546071	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546072	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546073	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546074	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546075	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546076	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546077	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546078	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546079	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546080	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546081	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546082	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546083	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546084	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546085	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546086	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546087	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546088	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546089	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546090	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546091	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546092	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546093	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546094	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546095	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546096	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546097	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546098	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546099	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546100	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546101	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546102	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546103	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546104	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546105	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546106	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546107	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546108	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546109	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546110	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546111	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546112	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546113	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546114	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546115	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546116	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546117	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546118	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546119	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546120	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546121	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546122	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546123	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546124	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546125	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546126	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546127	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546128	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546129	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546130	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546131	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546132	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546133	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546134	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546135	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546136	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546137	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546138	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546139	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546140	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546141	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546142	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546143	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546144	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546145	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546146	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546147	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546148	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546149	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546150	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546151	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546152	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546153	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546154	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546155	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546156	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546157	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546158	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546159	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546160	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546161	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546162	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546163	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546164	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546165	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546166	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546167	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546168	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546169	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546170	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546171	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546172	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546173	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546174	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546175	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546176	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546177	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546178	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546179	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546180	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546181	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546182	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546183	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546184	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546185	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546186	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546187	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546188	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546189	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546190	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546191	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546192	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546193	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546194	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546195	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546196	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546197	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546198	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546199	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546200	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546201	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546202	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546203	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546204	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546205	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546206	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546207	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546208	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546209	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546210	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546211	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546212	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546213	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546214	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546215	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546216	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546217	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546218	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546219	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546220	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546221	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546222	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546223	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546224	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546225	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546226	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546227	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546228	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546229	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546230	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546231	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546232	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546233	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546234	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546235	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546236	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546237	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546238	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546239	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546240	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546241	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546242	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546243	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546244	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546245	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546246	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546247	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546248	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546249	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546250	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546251	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546252	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546253	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546254	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546255	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546256	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546257	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546258	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546259	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546260	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546261	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546262	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546263	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546264	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546265	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546266	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546267	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546268	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546269	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546270	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546271	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546272	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546273	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546274	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546275	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546276	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546277	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546278	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546279	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546280	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546281	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546282	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546283	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546284	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546285	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546286	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546287	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546288	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546289	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546290	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546291	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546292	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546293	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546294	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546295	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546296	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546297	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546298	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546299	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546300	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546301	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546302	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546303	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546304	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546305	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546306	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546307	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546308	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546309	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546310	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546311	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546312	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546313	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546314	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546315	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546316	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546317	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546318	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546319	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546320	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546321	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546322	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546323	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546324	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546325	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546326	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546327	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546328	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546329	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546330	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546331	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546332	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546333	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546334	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546335	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546336	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546337	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546338	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546339	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546340	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546341	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546342	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546343	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546344	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546345	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546346	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546347	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546348	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546349	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546350	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546351	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546352	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546353	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546354	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546355	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546356	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546357	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546358	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546359	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546360	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546361	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546362	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546363	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546364	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546365	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546366	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546367	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546368	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546369	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546370	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546371	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546372	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546373	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546374	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546375	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546376	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546377	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546378	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546379	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546380	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546381	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546382	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546383	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546384	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546385	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546386	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546387	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546388	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546389	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546390	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546391	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546392	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546393	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546394	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546395	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546396	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546397	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546398	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546399	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546400	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546401	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546402	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546403	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546404	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546405	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546406	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546407	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546408	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546409	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546410	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546411	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546412	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546413	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546414	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546415	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546416	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546417	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546418	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546419	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546420	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546421	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546422	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546423	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546424	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546425	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546426	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546427	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546428	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546429	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546430	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546431	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546432	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546433	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546434	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546435	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546436	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546437	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546438	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546439	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546440	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546441	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546442	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546443	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546444	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546445	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546446	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546447	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546448	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546449	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546450	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546451	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546452	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546453	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546454	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546455	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546456	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546457	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546458	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546459	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546460	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546461	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546462	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546463	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546464	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546465	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546466	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546467	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546468	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546469	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546470	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546471	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546472	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546473	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546474	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546475	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546476	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546477	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546478	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546479	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546480	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546481	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546482	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546483	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546484	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546485	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546486	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546487	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546488	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546489	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546490	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546491	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546492	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546493	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546494	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546495	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546496	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546497	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546498	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546499	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546500	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546501	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546502	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546503	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546504	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546505	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546506	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546507	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546508	disease	Bloom syndrome	Bloom Syndrome
SAMEA104546509	disease	Bloom syndrome	Bloom Syndrome
